title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_janguage,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,Unnamed: 34,Unnamed: 35,Unnamed: 36,index,release_date,publishers,developers,rating,metascritic_score,users_score,genres
Alone With You,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,175,2021/12/04,Aleksey Izimov,Aleksey Izimov,,0.0,0.0,"Adventure, Visual Novel"
Axis Football 2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,277,2019/04/12,Axis Games,Axis Games,E,0.0,0.0,"Sports, Team, Football, Arcade, Sim"
Farming Simulator 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,882,2018/11/20,Focus Home Interactive,Giants Software,E,77.0,7.1,"Simulation, Virtual, CareerSimulation, Virtual, Career"
My Little Riding Champion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1567,2018/11/29,"Toplitz Productions,Maximum Games,Maximum Games","Caipirinha Games,Maximum Games,Maximum Games",E,0.0,0.0,"Sports, Individual, Horse RacingSports, Individual, Horse RacingSports, Individual, Horse Racing"
Rival Megagun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2005,2018/11/30,Spacewave Software,Spacewave Software,E10+,76.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", Vertical"
The Council,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,,,,2497,2018/03/13,Focus Home Interactive,Big Bad Wolf,M,74.0,8.6,"Adventure, GeneralAdventure, GeneralAdventure, General"
Space Pirate Trainer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2241,2018/11/27,i-illusions,i-illusions,E10+,74.0,0.0,"Action, Shooter, First-Person, Arcade"
Gnomes Garden New Home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1029,2018/12/04,8Floor,Toyman,E,0.0,0.0,"Strategy, General"
Floor Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,919,2018/11/27,Merj Media,Merj Media,E,0.0,0.0,"Action, Rhythm, DancingAction, Rhythm, Dancing"
Psyvariar Delta,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1863,TBA,Dispatch Games,Success,E10+,0.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", Vertical"
DEADBOLT,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T,,,,549,2018/02/20,Hopoo Games,"Code Mystics Inc., Hopoo Games",T,0.0,5.4,"Action, Platformer, 2D"
DON'T EVEN THINK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,560,TBA,Perfect World Beijing,Perfect World Beijing,T,0.0,0.0,"Action, Shooter, Third-Person, Arcade"
Subnautica,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2335,2021/05/14,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,0.0,8.5,"Adventure, General"
TOKI,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2415,2019/06/17,Microids,Microids,E10+,0.0,0.0,"Action, Platformer, 2D"
GOD EATER 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,970,TBA,Bandai Namco Games,Bandai Namco Games,,0.0,0.0,"Role-Playing, Action RPG"
Trials Rising,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2748,2019/02/26,Ubisoft,RedLynx,T,85.0,6.5,"Racing, Arcade, AutomobileRacing, Arcade, AutomobileRacing, Arcade, Automobile"
A Hole New World,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,,,,42,2017/09/05,MadGearGames,MadGearGames,T,0.0,0.0,"Action, Platformer, 2D"
Achtung! Cthulhu Tactics,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,151,2018/11/23,Ripstone,Auroch Digital,T,60.0,0.0,"Strategy, Turn-Based, Tactics"
Boxing Apocalypse,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,387,2018/11/20,"Gotham City Films, LLC","Gotham City Films, LLC",T,0.0,0.0,"Sports, Individual, Combat, Boxing / Martial Arts"
Mecho Wars: Desert Ashes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1470,2020/05/08,Arcade Distillery,Arcade Distillery,E10+,0.0,0.0,"Strategy, Turn-Based, General"
Wreckfest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,,,,2958,2021/05/04,THQ Nordic,Bugbear,T,79.0,7.4,"Racing, Arcade, Automobile"
Super Meat Boy,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2363,2015/10/06,Team Meat,Team Meat,T,85.0,7.0,"Action, Platformer, 2D"
Distrust,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,698,2018/11/16,BadLand Publishing,Cheerdealers,T,0.0,0.0,"Strategy, Action Adventure, General, Survival"
Serial Cleaner,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2142,2017/07/17,iFun4all,iFun4all,,64.0,7.1,"Action, Action Adventure, General, Linear"
Just Deal With It!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,1279,2018/11/13,Sony Interactive Entertainment,Super Punk Games,T,46.0,0.0,"Miscellaneous, Board / Card Game"
Wordhunters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2937,2018/11/15,thumbfood Ltd.,thumbfood Ltd.,E,0.0,0.0,"Miscellaneous, Trivia / Game Show"
Youtubers Life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2988,2016/05/18,U-Play Online,U-Play Online,,63.0,6.5,"Simulation, Virtual, Virtual Life"
HITMAN 2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1094,2018/11/13,Warner Bros. Interactive Entertainment,Io Interactive,M,82.0,7.7,"Action Adventure, General"
MINIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1395,2018/04/03,Devolver Digital,"Devolver Digital,JW, Kitty, Jukio, and Dom,JW, Kitty, Jukio, and Dom",E,81.0,6.6,"Adventure, GeneralAdventure, GeneralAdventure, General"
PLAYERUNKNOWN'S BATTLEGROUNDS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1747,2018/12/07,PUBG Corporation,PUBG Corporation,T,72.0,3.1,"Action, Shooter, First-Person, Tactical"
Team Sonic Racing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2440,2019/05/21,Sega,Sumo Digital,E,73.0,7.5,"Racing, Arcade, AutomobileRacing, Arcade, AutomobileRacing, Arcade, Automobile"
The Sims™ 4 Seasons,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2636,2018/11/13,Electronic Arts,Maxis,T,0.0,0.0,"Simulation, Virtual, Virtual Life"
Ticket to Ride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2700,2019/12/10,Asmodee,Asmodee,,0.0,0.0,"Miscellaneous, Board / Card Game"
Headlander,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,,,,1121,2016/11/18,Adult Swim,Adult Swim,T,78.0,7.1,"Action, Platformer, 2D"
STEINS;GATE ELITE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,2095,2019/02/19,Spike Chunsoft,"5pb, Mages.",M,86.0,7.7,"Action, Adventure, General, Visual NovelAction, Adventure, General, Visual Novel"
The Liar Princess and the Blind Prince,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2572,2019/02/12,NIS America,Nippon Ichi Software,E10+,69.0,6.4,"Action, Action Adventure, General"
Timber Tennis Versus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2706,2018/11/08,Crunching Koalas,Crunching Koalas,E10+,0.0,3.8,"Sports, Individual, Tennis"
Battle Chef Brigade Deluxe,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,304,2018/08/28,Adult Swim,Trinket Studios,E10+,83.0,0.0,"Action, ""Beat-Em-Up"", 2D"
Steel Rats,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,,,,2301,2019/05/17,Tate Multimedia,Tate Multimedia,,62.0,0.0,"Simulation, Vehicle, Combat"
The Quiet Man,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,,,,2604,2018/11/01,Square Enix,"Square Enix, Human Head Studios",M,40.0,2.8,"Action Adventure, General, LinearAction Adventure, General, Linear"
Omen of Sorrow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,1704,TBA,EastAsiaSoft,AOne Games,,0.0,0.0,"Action, Fighting, 2D"
Road Redemption,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2011,2018/11/06,Tripwire Interactive,"Dark Seas Games,EQ Games",M,59.0,5.5,"Simulation, Vehicle, CombatSimulation, Vehicle, Combat"
SYREN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M,,,,2102,2018/11/06,Hammerhead VR,Hammerhead VR,M,0.0,6.3,"Action Adventure, Survival"
The Forest,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,,,,2532,2018/11/06,Endnight Studios,Endnight Studios,M,78.0,7.4,"Action Adventure, Survival"
THE SHAPESHIFTING DETECTIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,,,,2408,2018/11/06,Wales Interactive,"""DAvekki Studios Limited""",T,77.0,6.8,"Adventure, GeneralAdventure, GeneralAdventure, General"
Siralim 2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,,,,2183,TBA - Early Access,Thylacine Studios,Thylacine Studios,,0.0,0.0,"Role-Playing, Japanese-Style"
Voyage of the Dead,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,2838,TBA,,,M,0.0,0.0,"Action, General, Shooter, Light Gun"
WILL: A Wonderful World,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,,,,2840,2019/07/02,Active Gaming Media,"4D Door Games, WMY Studio",M,0.0,0.0,"Adventure, Visual Novel"
Borderlands 2 VR,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,M,,,,379,2019/10/22,2K Games,Gearbox Software,,0.0,1.3,"Action, Shooter, First-Person, Arcade"
Left Alive,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1341,2019/03/05,Square Enix,"Square Enix,Square Enix, ilinx inc.",M,40.0,8.5,"Action Adventure, GeneralAction Adventure, General"
OVERKILL'S The Walking Dead,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,1681,Canceled,505 Games,Starbreeze,M,0.0,0.0,"Action, Shooter, First-Person, Arcade"
Pro Fishing Simulator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1849,2018/11/30,Maximum Games,"Bigben Interactive,Maximum Games",E,0.0,0.0,"Sports, Individual, Nature, FishingSports, Individual, Nature, Fishing"
Super Pixel Racers ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2372,2019/01/30,"H2 Interactive Co., Ltd.","21c.Ducks Co., Ltd.",,0.0,0.0,"Racing, Arcade, Automobile"
Carnival Games,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,445,2020/11/19,2K Games,Mass Media Games,E10+,0.0,0.0,"Miscellaneous, Party / Minigame"
Death Mark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,M,,,,619,2019/04/04,Aksys Games,Experience Inc.,,0.0,8.5,"Adventure, Visual Novel"
Fate/EXTELLA LINK,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,884,2019/03/19,XSEED Games,"Marvelous Inc., Marvelous First Studio",T,79.0,7.7,"Action, ""Beat-Em-Up"", 3DAction, ""Beat-Em-Up"", 3D"
Monstrum,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1538,2020/05/22,Soedesco,Team Junkfish,M,0.0,0.0,"Action Adventure, Survival"
Gnomes Garden 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1024,2018/11/13,8Floor,8Floor,E,0.0,0.0,"Strategy, Real-Time, General"
Call of Cthulhu,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,427,2018/10/30,Maximum Games,"Cyanide, Cyanide Studios",M,66.0,7.1,"Role-Playing, Action Adventure, General, SurvivalRole-Playing, Action Adventure, General, Survival"
Dream Daddy: A Dad Dating Simulator,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,731,2017/07/20,Game Grumps,Game Grumps,,72.0,7.5,"Simulation, Virtual, Virtual Life"
One Piece World Seeker,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T,,,,1711,2019/03/15,Bandai Namco Games,"Ganbarion,Ganbarion, Bandai Namco Games,Ganbarion",T,65.0,5.6,"Action Adventure, Open-WorldGeneral, Action Adventure, Open-WorldAction Adventure, Open-World"
Chicken Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,467,2018/10/26,Funbox Media,Funbox Media,E10+,0.0,0.0,"Action, General, Shooter, Light Gun"
Dragon Sinker: Descendants of Legend,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,721,2020/01/08,Kemco,Kemco,,0.0,0.0,"Role-Playing, Japanese-Style"
Red Dead Redemption 2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,M,,,,1951,2019/11/05,Rockstar Games,Rockstar Games,M,93.0,0.0,"Action Adventure, Open-World"
Song Of Memories,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,M,,,,2227,2019/02/01,Pure Wish,Pure Wish,M,0.0,6.9,"Adventure, General, Visual Novel"
BugsBox VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,401,2018/10/24,PARK ESM,PARK ESM,E,0.0,0.0,"Action, General"
Skyhill,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2198,2018/10/24,Daedalic Entertainment,Mandragora,M,0.0,0.0,"Role-Playing, Roguelike"
8 To Glory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,28,2018/07/31,Three Gates,Three Gates,E,0.0,7.7,"Sports, Individual, OtherSports, Individual, Other"
Crayola Scoot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,521,2018/10/16,Outright Games,"Climax Studios, Outright Games",E,66.0,0.0,"Sports, Individual, OtherSports, Individual, Other"
Neverout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1636,2019/05/28,Gamedust,Gamedust,,0.0,7.9,"Puzzle, General"
Halloween Forever,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1103,2018/10/22,,Imaginary Monsters,E10+,0.0,4.2,"Action, Platformer, 2D"
Fade to Silence,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,858,2019/04/30,THQ Nordic,Black Forest Games,M,57.0,6.4,"Action Adventure, SurvivalAction Adventure, SurvivalAction Adventure, Survival"
Battlefield V,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,308,2018/11/15,Electronic Arts,EA DICE,M,81.0,3.1,"Action, Shooter, First-Person, TacticalAction, Shooter, First-Person, TacticalAction, Shooter, First-Person, Tactical"
SINNER: Sacrifice for Redemption,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,2076,2018/10/18,Another Indie,DarkStar Games,M,66.0,5.4,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
RIOT - Civil Unrest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1895,TBA - Early Access,Merge Games,"Leonard Menchiari, IV Productions",,54.0,0.0,"Strategy, Real-Time, Tactics"
Fast Striker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,883,2018/10/16,EastAsiaSoft,NG:DEV.TEAM,E,61.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", Vertical"
LEGO DC Super-Villains,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1323,2018/10/16,Warner Bros. Interactive Entertainment,TT Games,E10+,76.0,8.9,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
Spike Volleyball,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2259,2019/02/05,Bigben Interactive,Bigben Interactive,E,0.0,4.4,"Sports, Team, VolleyballSports, Team, Volleyball"
theHunter: Call of the Wild - 2019 Edition,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,3017,2018/10/16,THQ Nordic,Avalanche Studios,T,0.0,5.7,"Sports, Individual, Nature, HuntingSports, Individual, Nature, HuntingSports, Individual, Nature, Hunting"
RIDE 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1891,2018/11/30,"Milestone S.r.l,Maximum Games","MileStone Inc., Milestone S.r.l",E,76.0,6.9,"Racing, Simulation, AutomobileRacing, Simulation, AutomobileRacing, Simulation, Automobile"
Bendy and the Ink Machine ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,329,2018/11/20,TheMeatly Games,"TheMeatly Games, Joey Drew Studios",T,70.0,6.9,"Adventure, 3D, First-Person"
Outward,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M,,,,1734,2019/03/26,"Deep Silver,Nine Dots Studio",Nine Dots Studio,M,67.0,7.2,"Role-Playing, Action Adventure, General, Survival, Open-WorldRole-Playing, Action Adventure, General, Survival, Open-WorldRole-Playing, Action Adventure, General, Survival, Open-World"
Beat Saber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,315,2019/05/21,Hyperbolic Magnetism,Hyperbolic Magnetism,,93.0,8.5,"Action, Rhythm, General, Music"
Deracine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,647,2018/11/06,Sony Interactive Entertainment,From Software,T,68.0,7.7,"Adventure, General"
Disgaea 1 Complete,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,692,2018/10/09,NIS America,Nippon Ichi Software,T,83.0,7.5,"Strategy, Turn-Based, Tactics"
Evasion,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,810,2018/10/09,Archiact Interactive Ltd.,Archiact Interactive Ltd.,T,76.0,5.8,"Action, Shooter, Light Gun"
My Memory of Us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1569,2018/10/10,IMGN.PRO,"Crunching Koalas, Juggler Games",E10+,69.0,5.5,"Action, Platformer, 2D"
The Occupation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2595,2019/03/05,"Humble,Sold Out,Sold Out",White Paper Games,T,69.0,4.8,"Adventure, 3D, First-PersonAdventure, 3D, First-PersonAdventure, 3D, First-Person"
GUNGRAVE VR U.N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,982,2019/03/06,XSEED Games,"IGGYMOB, IGGYMOB Co.,Ltd",,0.0,0.0,"Action, Shooter, Light Gun"
Just Cause 4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1270,2018/12/04,Square Enix,Avalanche Studios,M,70.0,5.7,"Action Adventure, Open-WorldAction Adventure, Open-WorldAction Adventure, Open-World"
THE MIDNIGHT SANCTUARY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2407,2018/10/04,Unties,Cavyhouse,E10+,50.0,0.0,"Adventure, Visual Novel"
The Sims™ 4 Spooky Stuff,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2640,2018/10/02,Electronic Arts,Maxis,T,0.0,0.0,"Simulation, Virtual, Virtual Life"
Late Shift,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1334,2017/04/18,Wales Interactive,"CtrlMovie,Wales Interactive,Wales Interactive",M,79.0,7.0,"Adventure, GeneralAdventure, GeneralAdventure, General"
Nickelodeon Kart Racers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1647,2018/10/23,GameMill Entertainment,"Bamtang, GameMill Entertainment",E,49.0,6.0,"Racing, Arcade, AutomobileRacing, Arcade, Automobile"
Spintires: MudRunner - American Wilds Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2260,2018/10/23,Maximum Games,Maximum Games,E,0.0,0.0,"Simulation, Vehicle, Civilian"
PixARK,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1804,TBA - Early Access,Snail Games,Snail Games,T,0.0,0.0,"Action Adventure, Sandbox"
GUNGRAVE VR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,980,2019/03/06,XSEED Games,IGGYMOB,,0.0,0.0,"Action, Shooter, Light Gun"
